date,daily_return,cumulative_return,portfolio_value,benchmark_daily_return,benchmark_cumulative_return,benchmark_source,benchmark_value
2025-11-28,-7.427733773976636e-05,-0.02858643125242666,97141.35687475733,-0.0004806307706685109,0.08618441915366004,official_nse_nifty50_index,108618.441915366
2025-12-01,0.0015905523649106228,-0.027041347103348934,97295.8652896651,-0.0010380510591364578,0.08505690426694001,official_nse_nifty50_index,108505.690426694
2025-12-02,-0.002219545151997915,-0.029200872764480135,97079.91272355198,-0.005484083550614582,0.07910636154676887,official_nse_nifty50_index,107910.63615467689
2025-12-03,-0.012569257107390285,-0.0414030965943335,95859.69034056665,-0.001774725148085854,0.07719124434947244,official_nse_nifty50_index,107719.12443494724
2025-12-04,0.004687726426443481,-0.036909456557931875,96309.05434420682,0.0018375278996383138,0.07917061331421071,official_nse_nifty50_index,107917.06133142108
2025-12-05,-6.720736878610092e-05,-0.03697418333925928,96302.58166607407,0.00586546310078262,0.08550044872605422,official_nse_nifty50_index,108550.04487260542
2025-12-08,-0.009708439487953862,-0.04632366120564746,95367.63387943525,-0.008626598870790092,0.07613627178083182,official_nse_nifty50_index,107613.62717808319
2025-12-09,-0.0005044052547172263,-0.04680470056223485,95319.52994377652,-0.004657066202372384,0.07112463392037438,official_nse_nifty50_index,107112.46339203743
2025-12-10,-0.00015135250576870952,-0.04694896905929169,95305.10309407083,-0.00315987252149319,0.06774001662255502,official_nse_nifty50_index,106774.0016622555
2025-12-11,0.003784435384217933,-0.04334220901483421,95665.77909851658,0.005456557186116928,0.07356620108316148,official_nse_nifty50_index,107356.62010831614
2025-12-12,0.004055570491428435,-0.03946241590731969,96053.75840926803,0.0057300505240640565,0.0797177896562955,official_nse_nifty50_index,107971.77896562955
2025-12-15,-0.005489339261660495,-0.044735132579980075,95526.48674200199,-0.000754406945918884,0.07890324305614671,official_nse_nifty50_index,107890.32430561467
2025-12-16,0.0021779126491973644,-0.0426546491418921,95734.53508581078,-0.006424024005563411,0.07197234272307385,official_nse_nifty50_index,107197.23427230738
2025-12-17,-0.0006564609241337915,-0.04328310895563159,95671.68910443684,-0.0016067223251263751,0.07024998082810274,official_nse_nifty50_index,107024.99808281027
2025-12-18,-0.0034839598719868213,-0.046616272212882226,95338.37277871178,-0.00011619552608488348,0.07012562256853805,official_nse_nifty50_index,107012.56225685381
2025-12-19,0.009248756043584444,-0.03779865869865595,96220.13413013441,0.005843377344275202,0.07637877038698337,official_nse_nifty50_index,107637.87703869834
2025-12-22,0.014131793031219229,-0.024201028489023724,97579.89715109763,0.007933329225460639,0.0849180375437597,official_nse_nifty50_index,108491.80375437597
2025-12-23,-0.0040528344152186676,-0.028155780143098386,97184.42198569016,0.00018148889670044355,0.08511493812140403,official_nse_nifty50_index,108511.4938121404
2025-12-24,0.0008954636029148319,-0.027285529016513266,97271.44709834867,-0.0013389540114184806,0.0836620191221562,official_nse_nifty50_index,108366.20191221562
2025-12-26,-0.0011150500985121243,-0.028370154383207558,97162.98456167924,-0.003817596903079701,0.0795250343539704,official_nse_nifty50_index,107952.50343539704
2025-12-29,-0.004541461847074362,-0.03278277425655496,96721.7225743445,-0.0038475864266981352,0.07537146848450926,official_nse_nifty50_index,107537.14684845092
2025-12-30,0.0011113912137826584,-0.03170781753004459,96829.21824699554,-0.0001252789866664772,0.07523674703664751,official_nse_nifty50_index,107523.67470366476
2025-12-31,0.00859749615735835,-0.02338292921205909,97661.70707879409,0.00735383411369428,0.08314385970730331,official_nse_nifty50_index,108314.38597073033
2026-01-01,0.007340893565621986,-0.016213687241035224,98378.63127589648,0.0006486896087196659,0.08384648387384397,official_nse_nifty50_index,108384.6483873844
2026-01-02,-1.3158730698191012e-05,-0.016226632620189307,98377.33673798107,0.0069607653782239876,0.09139088495410275,official_nse_nifty50_index,109139.08849541028
2026-01-05,0.004043682431801667,-0.012248565537641087,98775.14344623589,-0.0029720588486642496,0.08814720701712342,official_nse_nifty50_index,108814.72070171234
2026-01-06,0.007558983831576427,-0.004782168414923849,99521.78315850762,-0.0027275878751861216,0.08517918988884587,official_nse_nifty50_index,108517.91898888459
