symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
HDFCBANK,screener,https://www.screener.in/company/HDFCBANK/consolidated/,2026-06-30,2026-06-30T09:37:15,12,213429
HDFCLIFE,screener,https://www.screener.in/company/HDFCLIFE/consolidated/,2026-06-30,2026-06-30T09:37:15,12,201433
HINDALCO,screener,https://www.screener.in/company/HINDALCO/consolidated/,2026-06-30,2026-06-30T09:37:15,12,258329
HINDUNILVR,screener,https://www.screener.in/company/HINDUNILVR/consolidated/,2026-06-30,2026-06-30T09:37:15,12,241653
ICICIBANK,screener,https://www.screener.in/company/ICICIBANK/consolidated/,2026-06-30,2026-06-30T09:37:15,12,232770
INDIGO,screener,https://www.screener.in/company/INDIGO/consolidated/,2026-06-30,2026-06-30T09:37:15,12,226005
INFY,screener,https://www.screener.in/company/INFY/consolidated/,2026-06-30,2026-06-30T09:37:15,12,228104
ITC,screener,https://www.screener.in/company/ITC/consolidated/,2026-06-30,2026-06-30T09:37:15,12,201538
JIOFIN,screener,https://www.screener.in/company/JIOFIN/consolidated/,2026-06-30,2026-06-30T09:37:15,12,144357
JSWSTEEL,screener,https://www.screener.in/company/JSWSTEEL/consolidated/,2026-06-30,2026-06-30T09:37:15,12,230512
KOTAKBANK,screener,https://www.screener.in/company/KOTAKBANK/consolidated/,2026-06-30,2026-06-30T09:37:15,12,236889
LT,screener,https://www.screener.in/company/LT/consolidated/,2026-06-30,2026-06-30T09:37:15,12,238551
M&M,screener,https://www.screener.in/company/M%26M/consolidated/,2026-06-30,2026-06-30T09:37:15,12,268258
MARUTI,screener,https://www.screener.in/company/MARUTI/consolidated/,2026-06-30,2026-06-30T09:37:15,12,229134
MAXHEALTH,screener,https://www.screener.in/company/MAXHEALTH/consolidated/,2026-06-30,2026-06-30T09:37:15,12,200578
NESTLEIND,screener,https://www.screener.in/company/NESTLEIND/consolidated/,2026-06-30,2026-06-30T09:37:15,12,149198
NTPC,screener,https://www.screener.in/company/NTPC/consolidated/,2026-06-30,2026-06-30T09:37:15,12,206682
ONGC,screener,https://www.screener.in/company/ONGC/consolidated/,2026-06-30,2026-06-30T09:37:15,12,197157
POWERGRID,screener,https://www.screener.in/company/POWERGRID/consolidated/,2026-06-30,2026-06-30T09:37:15,12,212688
RELIANCE,screener,https://www.screener.in/company/RELIANCE/consolidated/,2026-06-30,2026-06-30T09:37:15,12,222708
SBILIFE,screener,https://www.screener.in/company/SBILIFE/consolidated/,2026-06-30,2026-06-30T09:37:15,12,117273
SBILIFE,screener,https://www.screener.in/company/SBILIFE/,2026-06-30,2026-06-30T09:37:15,12,199533
SBIN,screener,https://www.screener.in/company/SBIN/consolidated/,2026-06-30,2026-06-30T09:37:15,12,219513
SHRIRAMFIN,screener,https://www.screener.in/company/SHRIRAMFIN/consolidated/,2026-06-30,2026-06-30T09:37:15,12,229784
SUNPHARMA,screener,https://www.screener.in/company/SUNPHARMA/consolidated/,2026-06-30,2026-06-30T09:37:15,12,219169
TATACONSUM,screener,https://www.screener.in/company/TATACONSUM/consolidated/,2026-06-30,2026-06-30T09:37:15,12,238936
TATASTEEL,screener,https://www.screener.in/company/TATASTEEL/consolidated/,2026-06-30,2026-06-30T09:37:15,12,232164
TCS,screener,https://www.screener.in/company/TCS/consolidated/,2026-06-30,2026-06-30T09:37:15,12,234493
TECHM,screener,https://www.screener.in/company/TECHM/consolidated/,2026-06-30,2026-06-30T09:37:15,12,213766
TITAN,screener,https://www.screener.in/company/TITAN/consolidated/,2026-06-30,2026-06-30T09:37:15,12,237992
TMPV,screener,https://www.screener.in/company/TMPV/consolidated/,2026-06-30,2026-06-30T09:37:15,12,229305
TRENT,screener,https://www.screener.in/company/TRENT/consolidated/,2026-06-30,2026-06-30T09:37:15,12,188628
ULTRACEMCO,screener,https://www.screener.in/company/ULTRACEMCO/consolidated/,2026-06-30,2026-06-30T09:37:15,12,230331
WIPRO,screener,https://www.screener.in/company/WIPRO/consolidated/,2026-06-30,2026-06-30T09:37:15,12,220744
