symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
ICICIBANK,screener,https://www.screener.in/company/ICICIBANK/consolidated/,2026-07-02,2026-07-02T20:10:47,12,232758
INDIGO,screener,https://www.screener.in/company/INDIGO/consolidated/,2026-07-02,2026-07-02T20:10:47,12,226015
INFY,screener,https://www.screener.in/company/INFY/consolidated/,2026-07-02,2026-07-02T20:10:47,12,228297
ITC,screener,https://www.screener.in/company/ITC/consolidated/,2026-07-02,2026-07-02T20:10:47,12,202102
JIOFIN,screener,https://www.screener.in/company/JIOFIN/consolidated/,2026-07-02,2026-07-02T20:10:47,12,144258
JSWSTEEL,screener,https://www.screener.in/company/JSWSTEEL/consolidated/,2026-07-02,2026-07-02T20:10:47,12,230924
KOTAKBANK,screener,https://www.screener.in/company/KOTAKBANK/consolidated/,2026-07-02,2026-07-02T20:10:47,12,236893
LT,screener,https://www.screener.in/company/LT/consolidated/,2026-07-02,2026-07-02T20:10:47,12,239095
M&M,screener,https://www.screener.in/company/M%26M/consolidated/,2026-07-02,2026-07-02T20:10:47,12,268384
MARUTI,screener,https://www.screener.in/company/MARUTI/consolidated/,2026-07-02,2026-07-02T20:10:47,12,228562
MAXHEALTH,screener,https://www.screener.in/company/MAXHEALTH/consolidated/,2026-07-02,2026-07-02T20:10:47,12,200197
NESTLEIND,screener,https://www.screener.in/company/NESTLEIND/consolidated/,2026-07-02,2026-07-02T20:10:47,12,149208
NTPC,screener,https://www.screener.in/company/NTPC/consolidated/,2026-07-02,2026-07-02T20:10:47,12,208462
ONGC,screener,https://www.screener.in/company/ONGC/consolidated/,2026-07-02,2026-07-02T20:10:47,12,197461
POWERGRID,screener,https://www.screener.in/company/POWERGRID/consolidated/,2026-07-02,2026-07-02T20:10:47,12,212723
RELIANCE,screener,https://www.screener.in/company/RELIANCE/consolidated/,2026-07-02,2026-07-02T20:10:47,12,222386
SBILIFE,screener,https://www.screener.in/company/SBILIFE/consolidated/,2026-07-02,2026-07-02T20:10:47,12,116797
SBILIFE,screener,https://www.screener.in/company/SBILIFE/,2026-07-02,2026-07-02T20:10:47,12,199061
SBIN,screener,https://www.screener.in/company/SBIN/consolidated/,2026-07-02,2026-07-02T20:10:47,12,219840
SHRIRAMFIN,screener,https://www.screener.in/company/SHRIRAMFIN/consolidated/,2026-07-02,2026-07-02T20:10:47,12,229791
SUNPHARMA,screener,https://www.screener.in/company/SUNPHARMA/consolidated/,2026-07-02,2026-07-02T20:10:47,12,220297
TATACONSUM,screener,https://www.screener.in/company/TATACONSUM/consolidated/,2026-07-02,2026-07-02T20:10:47,12,238942
TATASTEEL,screener,https://www.screener.in/company/TATASTEEL/consolidated/,2026-07-02,2026-07-02T20:10:47,12,233099
TCS,screener,https://www.screener.in/company/TCS/consolidated/,2026-07-02,2026-07-02T20:10:47,12,233694
TECHM,screener,https://www.screener.in/company/TECHM/consolidated/,2026-07-02,2026-07-02T20:10:47,12,213571
TITAN,screener,https://www.screener.in/company/TITAN/consolidated/,2026-07-02,2026-07-02T20:10:47,12,237241
TMPV,screener,https://www.screener.in/company/TMPV/consolidated/,2026-07-02,2026-07-02T20:10:47,12,229567
TRENT,screener,https://www.screener.in/company/TRENT/consolidated/,2026-07-02,2026-07-02T20:10:47,12,188627
ULTRACEMCO,screener,https://www.screener.in/company/ULTRACEMCO/consolidated/,2026-07-02,2026-07-02T20:10:47,12,230592
WIPRO,screener,https://www.screener.in/company/WIPRO/consolidated/,2026-07-02,2026-07-02T20:10:47,12,220889
