score_date,symbol,fundamental_score,computed_score,previous_score,score_changed,score_source,quarterly_recency_score,annual_recency_score,disclosure_score,filing_consistency_score,shareholding_recency_score,promoter_score,quarterly_recency_days,annual_recency_days,shareholding_recency_days,formal_latest_quarter_end,formal_latest_annual_end,announcement_latest_quarter_end,announcement_latest_annual_end,latest_quarter_end,latest_annual_end,latest_quarter_filing_dt,latest_annual_filing_dt,latest_result_announcement_dt,result_freshness_source,latest_quarter_has_xbrl,latest_annual_has_xbrl,latest_quarter_xbrl,latest_annual_xbrl,latest_financial_format_new,quarterly_filing_count,annual_filing_count,quarterly_period_count,annual_period_count,latest_shareholding_date,latest_shareholding_submission_dt,latest_shareholding_record_id,latest_shareholding_xbrl,latest_promoter_holding,latest_public_holding,previous_score_file
2025-10-14,CIPLA,92,92,92,False,carried_forward,30,14,15,10,15,8,106,562,106,2024-12-31,2024-03-31,2025-06-30,2018-03-31,2025-06-30,2024-03-31,2025-01-29,2024-05-11,2025-07-25,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117946_1364025_29012025113424.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105692_1120846_11052024102427.xml,1,56,14,28,7,2025-06-30,2025-07-21,201317,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1555034_21102025074617_WEB.xml,29.19,70.81,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,COALINDIA,94,94,94,False,carried_forward,30,14,15,10,15,10,106,562,14,2024-12-31,2024-03-31,2025-06-30,2022-03-31,2025-06-30,2024-03-31,2025-01-27,2024-05-02,2025-07-31,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117764_1361971_27012025042033.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105167_1113938_02052024063525.xml,1,60,16,30,8,2025-09-30,2025-10-10,201957,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1544164_10102025020648_WEB.xml,63.13,36.87,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,DRREDDY,92,92,92,False,carried_forward,30,14,15,10,15,8,106,562,106,2024-12-31,2024-03-31,2025-06-30,2014-03-31,2025-06-30,2024-03-31,2025-01-24,2024-05-07,2025-07-23,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117601_1360103_24012025015837.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105408_1117459_07052024082340.xml,1,58,16,29,8,2025-06-30,2025-07-21,200849,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488636_21072025024231_WEB.xml,26.64,73.1,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,EICHERMOT,94,94,94,False,carried_forward,30,14,15,10,15,10,106,562,106,2024-12-31,2024-03-31,2025-06-30,2022-03-31,2025-06-30,2024-03-31,2025-02-11,2024-05-11,2025-07-31,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_119540_1377661_11022025123429.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105710_1120982_11052024015506.xml,1,58,16,29,8,2025-06-30,2025-07-21,200894,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488778_21072025034133_WEB.xml,49.07,50.93,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,ETERNAL,69,69,69,False,carried_forward,15,14,15,10,15,0,287,562,14,2024-12-31,2024-03-31,2024-12-31,2024-03-31,2024-12-31,2024-03-31,2025-01-20,2024-05-13,2025-01-22,financial_results,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117409_1353529_20012025062946.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105794_1122856_13052024092606.xml,1,30,6,15,3,2025-09-30,2025-10-13,202234,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1546259_13102025043921_WEB.xml,0.0,94.29,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,GRASIM,77,77,77,False,carried_forward,15,14,15,10,15,8,287,562,106,2024-12-31,2024-03-31,2024-12-31,2014-03-31,2024-12-31,2024-03-31,2025-02-10,2024-05-23,2025-02-10,financial_results,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_119491_1377333_10022025092957.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106788_1135017_23052024011818.xml,1,58,14,29,7,2025-06-30,2025-07-21,201187,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489510_21072025070000_WEB.xml,43.11,56.59,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,HCLTECH,94,94,94,False,carried_forward,30,14,15,10,15,10,14,562,106,2024-12-31,2024-03-31,2025-09-30,2023-03-31,2025-09-30,2024-03-31,2025-01-14,2024-04-26,2025-10-13,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117225_1345251_14012025055334.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104836_1109699_26042024085039.xml,1,60,14,30,7,2025-06-30,2025-07-21,201100,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489323_21072025061441_WEB.xml,60.81,39.02,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,HDFCBANK,84,84,84,False,carried_forward,30,14,15,10,15,0,106,562,14,2024-12-31,2024-03-31,2025-06-30,2024-03-31,2025-06-30,2024-03-31,2025-01-23,2024-04-21,2025-07-19,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_117525_1359016_23012025122721.xml,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_104624_1105245_21042024035835.xml,1,52,12,29,6,2025-09-30,2025-10-08,204533,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1574385_13112025090903_WEB.xml,0.0,100.0,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,HDFCLIFE,55,55,55,False,carried_forward,30,0,0,0,15,10,106,,106,,,2025-06-30,,2025-06-30,,,,2025-07-15,financial_result_announcements,0,0,,,0,0,0,0,0,2025-06-30,2025-07-21,201064,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489242_21072025055621_WEB.xml,50.28,49.7,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,HINDALCO,92,92,92,False,carried_forward,30,14,15,10,15,8,106,562,106,2024-12-31,2024-03-31,2025-06-30,2024-03-31,2025-06-30,2024-03-31,2025-02-13,2024-05-24,2025-08-12,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_120402_1382932_13022025080941.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_107050_1137667_24052024054602.xml,1,53,16,30,8,2025-06-30,2025-07-21,200959,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1492532_24072025053818_WEB.xml,34.64,64.91,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,HINDUNILVR,79,79,79,False,carried_forward,15,14,15,10,15,10,287,562,106,2024-12-31,2024-03-31,2024-12-31,2015-03-31,2024-12-31,2024-03-31,2025-01-22,2024-04-24,2025-01-22,financial_results,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117507_1357438_22012025081234.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104688_1107608_24042024090551.xml,1,52,14,29,7,2025-06-30,2025-07-04,199139,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1477611_04072025092802_WEB.xml,61.9,38.1,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,ICICIBANK,90,90,90,False,carried_forward,30,20,15,10,15,0,14,197,106,2024-12-31,2024-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-01-25,2024-04-27,2025-10-14,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_117723_1361304_25012025041735.xml,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_104871_1110097_27042024050106.xml,1,52,12,29,6,2025-06-30,2025-07-21,201158,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489434_21072025064422_WEB.xml,0.0,100.0,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,INDIGO,92,92,92,False,carried_forward,30,14,15,10,15,8,106,562,106,2024-12-31,2024-03-31,2025-06-30,2022-03-31,2025-06-30,2024-03-31,2025-01-24,2024-05-24,2025-07-30,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117624_1360398_24012025044252.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106926_1136594_24052024074141.xml,1,51,15,29,8,2025-06-30,2025-07-21,201092,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489299_21072025060733_WEB.xml,43.54,56.46,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,INFY,89,89,89,False,carried_forward,30,14,15,10,15,5,106,562,106,2024-12-31,2024-03-31,2025-06-30,2015-03-31,2025-06-30,2024-03-31,2025-01-16,2024-04-19,2025-07-23,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117294_1348219_16012025074210.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104589_1099938_19042024112830.xml,1,58,14,29,7,2025-06-30,2025-07-21,201305,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489786_21072025083959_WEB.xml,14.61,85.15,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,ITC,84,84,84,False,carried_forward,30,14,15,10,15,0,106,562,106,2024-12-31,2024-03-31,2025-06-30,2015-03-31,2025-06-30,2024-03-31,2025-02-06,2024-05-23,2025-08-01,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118941_1373614_06022025072019.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106840_1135573_23052024050307.xml,1,52,14,30,8,2025-06-30,2025-07-18,200186,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1494297_26072025120454_WEB.xml,0.0,100.0,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,JIOFIN,97,97,97,False,carried_forward,30,20,15,7,15,10,106,197,106,2024-12-31,2024-03-31,2025-06-30,2025-03-31,2025-06-30,2025-03-31,2025-01-17,2024-04-19,2025-07-17,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/NBFC_INDAS_117340_1350263_17012025080115.xml,https://nsearchives.nseindia.com/corporate/xbrl/NBFC_INDAS_104606_1102707_19042024080602.xml,1,12,2,6,1,2025-06-30,2025-07-21,201268,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489728_21072025081030_WEB.xml,47.12,52.88,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,JSWSTEEL,94,94,94,False,carried_forward,30,14,15,10,15,10,106,562,106,2024-12-31,2024-03-31,2025-06-30,2016-03-31,2025-06-30,2024-03-31,2025-01-24,2024-05-17,2025-07-18,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117667_1360809_24012025071342.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106278_1128892_17052024081236.xml,1,57,16,29,8,2025-06-30,2025-07-15,199731,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1483663_15072025080353_WEB.xml,45.31,54.45,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,KOTAKBANK,92,92,92,False,carried_forward,30,14,15,10,15,8,106,562,14,2024-12-31,2024-03-31,2025-06-30,2024-03-31,2025-06-30,2024-03-31,2025-01-29,2024-05-04,2025-07-28,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_117936_1363939_29012025103003.xml,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_105302_1115636_04052024064257.xml,1,57,14,29,7,2025-09-30,2025-10-14,202429,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1547521_14102025035311_WEB.xml,25.88,74.12,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,LT,84,84,84,False,carried_forward,30,14,15,10,15,0,106,562,106,2024-12-31,2024-03-31,2025-06-30,,2025-06-30,2024-03-31,2025-01-31,2024-05-09,2025-07-29,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118261_1367033_31012025015753.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105518_1118922_09052024035805.xml,1,58,14,29,7,2025-06-30,2025-07-21,200832,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488584_21072025021203_WEB.xml,0.0,100.0,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,M&M,89,89,89,False,carried_forward,30,14,15,10,15,5,106,562,106,2024-12-31,2024-03-31,2025-06-30,2015-03-31,2025-06-30,2024-03-31,2025-02-07,2024-05-16,2025-07-30,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_119053_1374435_07022025041001.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106098_1126839_16052024052646.xml,1,51,14,29,7,2025-06-30,2025-07-21,201383,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489924_21072025102312_WEB.xml,18.44,77.98,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,MARUTI,94,94,94,False,carried_forward,30,14,15,10,15,10,106,562,106,2024-12-31,2024-03-31,2025-06-30,,2025-06-30,2024-03-31,2025-01-29,2024-04-27,2025-07-31,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118041_1364863_29012025055034.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104847_1109786_27042024102542.xml,1,53,14,29,7,2025-06-30,2025-07-21,200728,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488201_21072025094413_WEB.xml,58.28,41.72,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,MAXHEALTH,95,95,95,False,carried_forward,30,20,15,10,15,5,106,197,106,2024-12-31,2024-03-31,2025-06-30,2025-03-31,2025-06-30,2025-03-31,2025-01-30,2024-05-22,2025-08-14,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118123_1365717_30012025030002.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106721_1134065_22052024055907.xml,1,36,8,18,4,2025-06-30,2025-07-18,200412,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1490061_22072025115443_WEB.xml,23.74,76.26,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,NESTLEIND,91,91,91,False,carried_forward,30,14,15,7,15,10,106,562,64,2024-12-31,2024-03-31,2025-06-30,,2025-06-30,2024-03-31,2025-01-31,2024-04-26,2025-07-24,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118375_1367903_31012025073606.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104781_1109108_26042024042321.xml,1,8,1,6,1,2025-08-11,2025-08-20,201521,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1515503_20082025102023_WEB.xml,62.76,37.24,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,NTPC,94,94,94,False,carried_forward,30,14,15,10,15,10,106,562,106,2024-12-31,2024-03-31,2025-06-30,,2025-06-30,2024-03-31,2025-01-25,2024-05-25,2025-07-29,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117749_1361511_25012025074359.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_107178_1138648_25052024122113.xml,1,53,15,29,8,2025-06-30,2025-07-17,200040,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1485605_17072025053253_WEB.xml,51.1,48.9,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,ONGC,94,94,94,False,carried_forward,30,14,15,10,15,10,106,562,106,2024-12-31,2024-03-31,2025-06-30,2018-03-31,2025-06-30,2024-03-31,2025-01-31,2024-05-21,2025-08-12,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118395_1368047_31012025084518.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106527_1131731_21052024050011.xml,1,51,14,29,7,2025-06-30,2025-07-18,200276,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1486635_18072025043443_WEB.xml,58.89,41.11,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,POWERGRID,79,79,79,False,carried_forward,15,14,15,10,15,10,287,562,14,2024-12-31,2024-03-31,2024-12-31,2011-03-31,2024-12-31,2024-03-31,2025-02-04,2024-05-23,2025-02-03,financial_results,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118615_1370657_04022025055754.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106835_1135496_23052024044444.xml,1,53,16,30,8,2025-09-30,2025-10-13,202246,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1546357_13102025051056_WEB.xml,51.34,48.66,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,RELIANCE,100,100,100,False,carried_forward,30,20,15,10,15,10,106,197,106,2024-12-31,2024-03-31,2025-06-30,2025-03-31,2025-06-30,2025-03-31,2025-01-16,2024-04-22,2025-07-18,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117298_1348254_16012025082021.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104634_1106038_22042024074704.xml,1,57,13,29,7,2025-06-30,2025-07-21,201267,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489727_21072025081003_WEB.xml,50.07,49.93,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,SBILIFE,55,55,55,False,carried_forward,30,0,0,0,15,10,106,,106,,,2025-06-30,,2025-06-30,,,,2025-07-24,financial_result_announcements,0,0,,,0,0,0,0,0,2025-06-30,2025-07-18,200420,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1580775_28112025023206_WEB.xml,55.37,44.63,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,SBIN,94,94,94,False,carried_forward,30,14,15,10,15,10,106,562,85,2024-12-31,2024-03-31,2025-06-30,2009-03-31,2025-06-30,2024-03-31,2025-02-06,2024-05-09,2025-08-08,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_118874_1373047_06022025045242.xml,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_105533_1119132_09052024052751.xml,1,55,15,28,7,2025-07-21,2025-07-30,201443,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1497731_30072025033921_WEB.xml,55.5,44.5,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
